id	definition	parents
MESH:D011127	Discrete abnormal tissue masses that protrude into the lumen of the DIGESTIVE TRACT or the RESPIRATORY TRACT. Polyps can be spheroidal, hemispheroidal, or irregular mound-shaped structures attached to the MUCOUS MEMBRANE of the lumen wall either by a stalk, pedunculus, or by a broad base.	
MESH:D011128	Disease or injury involving multiple SPINAL NERVE ROOTS. Polyradiculitis refers to inflammation of multiple spinal nerve roots.	
MESH:D011129	Diseases characterized by injury or dysfunction involving multiple peripheral nerves and nerve roots. The process may primarily affect myelin or nerve axons. Two of the more common demyelinating forms are acute inflammatory polyradiculopathy (GUILLAIN-BARRE SYNDROME) and POLYRADICULONEUROPATHY, CHRONIC INFLAMMATORY DEMYELINATING. Polyradiculoneuritis refers to inflammation of multiple peripheral nerves and spinal nerve roots.	
MESH:D011141	Urination of a large volume of urine with an increase in urinary frequency, commonly seen in diabetes (DIABETES MELLITUS; DIABETES INSIPIDUS).	
MESH:D011146	A recurrent eczematous reaction characterized by the development of vesicular eruptions on the palms and soles, particularly along the sides and between the digits. It is accompanied by pruritus, a burning sensation, and hyperhidrosis. The disease is self-limiting, lasting only a few weeks. (Dorland, 27th ed)	
MESH:D011151	A SYNOVIAL CYST located in the back of the knee, in the popliteal space arising from the semimembranous bursa or the knee joint.	
MESH:D011164	A diverse group of metabolic diseases characterized by errors in the biosynthetic pathway of HEME in the LIVER, the BONE MARROW, or both. They are classified by the deficiency of specific enzymes, the tissue site of enzyme defect, or the clinical features that include neurological (acute) or cutaneous (skin lesions). Porphyrias can be hereditary or acquired as a result of toxicity to the hepatic or erythropoietic marrow tissues.	
MESH:D011178	Sequelae of gastrectomy from the second week after operation on. Include recurrent or anastomotic ulcer, postprandial syndromes (DUMPING SYNDROME and late postprandial hypoglycemia), disordered bowel action, and nutritional deficiencies.	
MESH:D011180	Physiological changes that occur in bodies after death.	
MESH:D011183	Pathologic processes that affect patients after a surgical procedure. They may or may not be related to the disease for which the surgery was done, and they may or may not be direct results of the surgery.	
MESH:D011185	A nonspecific hypersensitivity reaction caused by TRAUMA to the PERICARDIUM, often following PERICARDIOTOMY. It is characterized by PERICARDIAL EFFUSION; high titers of anti-heart antibodies; low-grade FEVER; LETHARGY; loss of APPETITE; or ABDOMINAL PAIN.	
MESH:D011186	A condition characterized by a chronically swollen limb, often a leg with stasis dermatitis and ulcerations. This syndrome can appear soon after phlebitis or years later. Postphlebitic syndrome is the result of damaged or incompetent venous valves in the limbs. Distended, tortuous VARICOSE VEINS are usually present. Leg pain may occur after long period of standing.	
MESH:D011191	A condition due to decreased dietary intake of potassium, as in starvation or failure to administer in intravenous solutions, or to gastrointestinal loss in diarrhea, chronic laxative abuse, vomiting, gastric suction, or bowel diversion. Severe potassium deficiency may produce muscular weakness and lead to paralysis and respiratory failure. Muscular malfunction may result in hypoventilation, paralytic ileus, hypotension, muscle twitches, tetany, and rhabomyolysis. Nephropathy from potassium deficit impairs the concentrating mechanism, producing POLYURIA and decreased maximal urinary concentrating ability with secondary POLYDIPSIA. (Merck Manual, 16th ed)	
MESH:D011201	Diseases of birds which are raised as a source of meat or eggs for human consumption and are usually found in barnyards, hatcheries, etc. The concept is differentiated from BIRD DISEASES which is for diseases of birds not considered poultry and usually found in zoos, parks, and the wild.	
MESH:D011213	Virus diseases caused by the POXVIRIDAE.	
MESH:D011218	An autosomal dominant disorder caused by deletion of the proximal long arm of the paternal chromosome 15 (15q11-q13) or by inheritance of both of the pair of chromosomes 15 from the mother (UNIPARENTAL DISOMY) which are imprinted (GENETIC IMPRINTING) and hence silenced. Clinical manifestations include MENTAL RETARDATION; MUSCULAR HYPOTONIA; HYPERPHAGIA; OBESITY; short stature; HYPOGONADISM; STRABISMUS; and HYPERSOMNOLENCE. (Menkes, Textbook of Child Neurology, 5th ed, p229)	
MESH:D011225	A complication of PREGNANCY, characterized by a complex of symptoms including maternal HYPERTENSION and PROTEINURIA with or without pathological EDEMA. Symptoms may range between mild and severe. Pre-eclampsia usually occurs after the 20th week of gestation, but may develop before this time in the presence of trophoblastic disease.	
MESH:D011226	A group of conditions in which HEART VENTRICLE activation by the atrial impulse is faster than the normal impulse conduction from the SINOATRIAL NODE. In these pre-excitation syndromes, atrial impulses often bypass the ATRIOVENTRICULAR NODE delay and travel via ACCESSORY CONDUCTING PATHWAYS connecting the atrium directly to the BUNDLE OF HIS.	
MESH:D011227	A form of ventricular pre-excitation characterized by a normal PR interval and a long QRS interval with an initial slow deflection (delta wave). In this syndrome, the atrial impulse travel to the ventricle via the MAHAIM FIBERS which connect ATRIOVENTRICULAR NODE directly to the right ventricle wall (NODOVENTRICULAR ACCESSORY PATHWAY) or to the RIGHT BUNDLE BRANCH OF HIS (nodofascicular accessory pathway).	
MESH:D011230	Pathological conditions that tend eventually to become malignant.	
MESH:D011236	The time period before the development of symptomatic diabetes. For example, certain risk factors can be observed in subjects who subsequently develop INSULIN RESISTANCE as in type 2 diabetes (DIABETES MELLITUS, TYPE 2).	
MESH:D011248	Conditions or pathological processes associated with pregnancy. They can occur during or after pregnancy, and range from minor discomforts to serious diseases that require medical interventions. They include diseases in pregnant females, and pregnancies in females with diseases.	
MESH:D011249	The co-occurrence of pregnancy and a cardiovascular disease. The disease may precede or follow FERTILIZATION and it may or may not have a deleterious effect on the pregnant woman or FETUS.	
MESH:D011250	The co-occurrence of pregnancy and a blood disease (HEMATOLOGIC DISEASES) which involves BLOOD CELLS or COAGULATION FACTORS. The hematologic disease may precede or follow FERTILIZATION and it may or may not have a deleterious effect on the pregnant woman or FETUS.	
MESH:D011251	The co-occurrence of pregnancy and an INFECTION. The infection may precede or follow FERTILIZATION.	
MESH:D011252	The co-occurrence of pregnancy and NEOPLASMS. The neoplastic disease may precede or follow FERTILIZATION.	
MESH:D011254	The state of PREGNANCY in women with DIABETES MELLITUS. This does not include either symptomatic diabetes or GLUCOSE INTOLERANCE induced by pregnancy (DIABETES, GESTATIONAL) which resolves at the end of pregnancy.	
MESH:D011269	A type of ectopic pregnancy in which the EMBRYO, MAMMALIAN implants in the ABDOMINAL CAVITY instead of in the ENDOMETRIUM of the UTERUS.	
MESH:D011271	A potentially life-threatening condition in which EMBRYO IMPLANTATION occurs outside the cavity of the UTERUS. Most ectopic pregnancies (>96%) occur in the FALLOPIAN TUBES, known as TUBAL PREGNANCY. They can be in other locations, such as UTERINE CERVIX; OVARY; and abdominal cavity (PREGNANCY, ABDOMINAL).	
MESH:D011273	A term used to describe pregnancies that exceed the upper limit of a normal gestational period. In humans, a prolonged pregnancy is defined as one that extends beyond 42 weeks (294 days) after the first day of the last menstrual period (MENSTRUATION), or birth with gestational age of 41 weeks or more.	
MESH:D011274	The most common (>96%) type of ectopic pregnancy in which the extrauterine EMBRYO IMPLANTATION occurs in the FALLOPIAN TUBE, usually in the ampullary region where FERTILIZATION takes place.	
MESH:D011289	Conditions in which the abnormalities in the peripheral blood or bone marrow represent the early manifestations of acute leukemia, but in which the changes are not of sufficient magnitude or specificity to permit a diagnosis of acute leukemia by the usual clinical criteria.	
MESH:D011293	A combination of distressing physical, psychologic, or behavioral changes that occur during the luteal phase of the menstrual cycle. Symptoms of PMS are diverse (such as pain, water-retention, anxiety, cravings, and depression) and they diminish markedly 2 or 3 days after the initiation of menses.	
MESH:D011297	The consequences of exposing the FETUS in utero to certain factors, such as NUTRITION PHYSIOLOGICAL PHENOMENA; PHYSIOLOGICAL STRESS; DRUGS; RADIATION; and other physical or chemical factors. These consequences are observed later in the offspring after BIRTH.	
MESH:D011304	Gradual bilateral hearing loss associated with aging that is due to progressive degeneration of cochlear structures and central auditory pathways. Hearing loss usually begins with the high frequencies then progresses to sounds of middle and low frequencies.	
MESH:D011305	The normal decreasing elasticity of the crystalline lens that leads to loss of accommodation.	
MESH:D011317	A prolonged painful erection that may lasts hours and is not associated with sexual activity. It is seen in patients with SICKLE CELL ANEMIA, advanced malignancy, spinal trauma; and certain drug treatments.	
MESH:D011349	INFLAMMATION of the MUCOUS MEMBRANE of the RECTUM, the distal end of the large intestine (INTESTINE, LARGE).	
MESH:D011350	Inflammation of the RECTUM and the distal portion of the COLON.	
MESH:D011371	An abnormal congenital condition, associated with defects in the LAMIN TYPE A gene, which is characterized by premature aging in children, where all the changes of cell senescence occur. It is manifested by premature graying; hair loss; hearing loss (DEAFNESS); cataracts (CATARACT); ARTHRITIS; OSTEOPOROSIS; DIABETES MELLITUS; atrophy of subcutaneous fat; skeletal hypoplasia; elevated urinary HYALURONIC ACID; and accelerated ATHEROSCLEROSIS. Many affected individuals develop malignant tumors, especially SARCOMA.	
MESH:D011378	A condition marked by abnormal protrusion of the mandible. (Dorland, 27th ed)	
MESH:D011391	The protrusion of an organ or part of an organ into a natural or artificial orifice.	
MESH:D011469	Pathological processes involving the PROSTATE or its component tissues.	
MESH:D011470	Increase in constituent cells in the PROSTATE, leading to enlargement of the organ (hypertrophy) and adverse impact on the lower urinary tract function. This can be caused by increased rate of cell proliferation, reduced rate of cell death, or both.	
MESH:D011471	Tumors or cancer of the PROSTATE.	
MESH:D011472	Infiltration of inflammatory cells into the parenchyma of PROSTATE. The subtypes are classified by their varied laboratory analysis, clinical presentation and response to treatment.	
MESH:D011475	Malfunction of implantation shunts, valves, etc., and prosthesis loosening, migration, and breaking.	
MESH:D011488	A nutritional condition produced by a deficiency of proteins in the diet, characterized by adaptive enzyme changes in the liver, increase in amino acid synthetases, and diminution of urea formation, thus conserving nitrogen and reducing its loss in the urine. Growth, immune response, repair, and production of enzymes and hormones are all impaired in severe protein deficiency. Protein deficiency may also arise in the face of adequate protein intake if the protein is of poor quality (i.e., the content of one or more amino acids is inadequate and thus becomes the limiting factor in protein utilization). (From Merck Manual, 16th ed; Harrison's Principles of Internal Medicine, 12th ed, p406)	
MESH:D011502	The lack of sufficient energy or protein to meet the body's metabolic demands, as a result of either an inadequate dietary intake of protein, intake of poor quality dietary protein, increased demands due to disease, or increased nutrient losses.	
MESH:D011504	Pathological conditions in the INTESTINES that are characterized by the gastrointestinal loss of serum proteins, including SERUM ALBUMIN; IMMUNOGLOBULINS; and at times LYMPHOCYTES. Severe condition can result in HYPOGAMMAGLOBULINEMIA or LYMPHOPENIA. Protein-losing enteropathies are associated with a number of diseases including INTESTINAL LYMPHANGIECTASIS; WHIPPLE'S DISEASE; and NEOPLASMS of the SMALL INTESTINE.	
MESH:D011507	The presence of proteins in the urine, an indicator of KIDNEY DISEASES.	
MESH:D011512	Infections with bacteria of the genus PROTEUS.	
MESH:D011528	Infections with unicellular organisms formerly members of the subkingdom Protozoa.	
MESH:D011529	Infections with unicellular organisms formerly members of the subkingdom Protozoa. The infections may be experimental or veterinary.	
MESH:D011535	A syndrome characterized by abdominal wall musculature deficiency, cryptorchism, and urinary tract abnormalities. The syndrome derives its name from its characteristic distended abdomen with wrinkled skin.	
MESH:D011536	A name applied to several itchy skin eruptions of unknown cause. The characteristic course is the formation of a dome-shaped papule with a small transient vesicle on top, followed by crusting over or lichenification. (From Dorland, 27th ed)	
MESH:D011537	An intense itching sensation that produces the urge to rub or scratch the skin to obtain relief.	
MESH:D011538	Intense chronic itching in the anal area.	
MESH:D011539	Intense itching of the external female genitals.	
MESH:D011542	A pathologic entity characterized by deossification of a weight-bearing long bone, followed by bending and pathologic fracture, with inability to form normal BONY CALLUS leading to existence of the false joint that gives the condition its name. (Dorland, 27th ed)	
MESH:D011546	A heterogeneous group of disorders characterized by renal electrolyte transport dysfunctions. Congenital forms are rare autosomal disorders characterized by neonatal hypertension, HYPERKALEMIA, increased RENIN activity and ALDOSTERONE concentration. The Type I features HYPERKALEMIA with sodium wasting; Type II, HYPERKALEMIA without sodium wasting. Pseudohypoaldosteronism can be the result of a defective renal electrolyte transport protein or acquired after KIDNEY TRANSPLANTATION.	
MESH:D011547	A hereditary syndrome clinically similar to HYPOPARATHYROIDISM. It is characterized by HYPOCALCEMIA; HYPERPHOSPHATEMIA; and associated skeletal development impairment and caused by failure of response to PARATHYROID HORMONE rather than deficiencies. A severe form with resistance to multiple hormones is referred to as Type 1a and is associated with maternal mutant allele of the ALPHA CHAIN OF STIMULATORY G PROTEIN.	
MESH:D011552	Infections with bacteria of the genus PSEUDOMONAS.	
MESH:D011553	A peritoneal adenocarcinoma characterized by build-up of MUCUS in the PERITONEAL CAVITY. Mucus secreting cells may attach to the peritoneal lining and continue to secrete mucus. The majority of cases represent tumor spread from a primary low-grade mucinous neoplasm of the APPENDIX (NCI Thesaurus).	
MESH:D011556	A form of PSEUDOHYPOPARATHYROIDISM characterized by the same features except for the abnormal response to hormones such as PARATHYROID HORMONE. It is associated with paternally inherited mutant alleles of the ALPHA CHAIN OF STIMULATORY G PROTEIN.	
MESH:D011557	A highly contagious herpesvirus infection affecting the central nervous system of swine, cattle, dogs, cats, rats, and other animals.	
MESH:D011559	A condition marked by raised intracranial pressure and characterized clinically by HEADACHES; NAUSEA; PAPILLEDEMA, peripheral constriction of the visual fields, transient visual obscurations, and pulsatile TINNITUS. OBESITY is frequently associated with this condition, which primarily affects women between 20 and 44 years of age. Chronic PAPILLEDEMA may lead to optic nerve injury (see OPTIC NERVE DISEASES) and visual loss (see BLINDNESS).	
MESH:D011561	An inherited disorder of connective tissue with extensive degeneration and calcification of ELASTIC TISSUE primarily in the skin, eye, and vasculature. At least two forms exist, autosomal recessive and autosomal dominant. This disorder is caused by mutations of one of the ATP-BINDING CASSETTE TRANSPORTERS. Patients are predisposed to MYOCARDIAL INFARCTION and GASTROINTESTINAL HEMORRHAGE.	
MESH:D011565	A common genetically determined, chronic, inflammatory skin disease characterized by rounded erythematous, dry, scaling patches. The lesions have a predilection for nails, scalp, genitalia, extensor surfaces, and the lumbosacral region. Accelerated epidermopoiesis is considered to be the fundamental pathologic feature in psoriasis.	
MESH:D011595	A feeling of restlessness associated with increased motor activity. This may occur as a manifestation of nervous system drug toxicity or other conditions.	
MESH:D011596	Abnormalities of motor function that are associated with organic and non-organic cognitive disorders.	
MESH:D011602	A group of disorders characterized by physical symptoms that are affected by emotional factors and involve a single organ system, usually under AUTONOMIC NERVOUS SYSTEM control. (American Psychiatric Glossary, 1988)	
MESH:D011604	A group of mental disorders associated with organic brain damage and caused by poisoning from alcohol.	
MESH:D011605	Psychotic organic mental disorders resulting from the toxic effect of drugs and chemicals or other harmful substance.	
MESH:D011618	Disorders in which there is a loss of ego boundaries or a gross impairment in reality testing with delusions or prominent hallucinations. (From DSM-IV, 1994)	
MESH:D011625	An abnormal triangular fold of membrane in the interpalpebral fissure, extending from the conjunctiva to the cornea, being immovably united to the cornea at its apex, firmly attached to the sclera throughout its middle portion, and merged with the conjunctiva at its base. (Dorland, 27th ed)	
MESH:D011628	The lack of development of SEXUAL MATURATION in boys and girls at a chronological age that is 2.5 standard deviations above the mean age at onset of PUBERTY in a population. Delayed puberty can be classified by defects in the hypothalamic LHRH pulse generator, the PITUITARY GLAND, or the GONADS. These patients will undergo spontaneous but delayed puberty whereas patients with SEXUAL INFANTILISM will not.	
MESH:D011629	Development of SEXUAL MATURATION in boys and girls at a chronological age that is 2.5 standard deviations below the mean age at onset of PUBERTY in the population. This early maturation of the hypothalamic-pituitary-gonadal axis results in sexual precocity, elevated serum levels of GONADOTROPINS and GONADAL STEROID HORMONES such as ESTRADIOL and TESTOSTERONE.	
MESH:D011644	Disorders or diseases associated with PUERPERIUM, the six-to-eight-week period immediately after PARTURITION in humans.	
MESH:D011645	An infection occurring in PUERPERIUM, the period of 6-8 weeks after giving birth.	
MESH:D011648	A contagious, neoplastic, pulmonary disease of sheep characterized by hyperplasia and hypertrophy of pneumocytes and epithelial cells of the lung. It is caused by JAAGSIEKTE SHEEP RETROVIRUS.	
MESH:D011649	A PULMONARY ALVEOLI-filling disease, characterized by dense phospholipoproteinaceous deposits in the alveoli, cough, and DYSPNEA. This disease is often related to, congenital or acquired, impaired processing of PULMONARY SURFACTANTS by alveolar macrophages, a process dependent on GRANULOCYTE-MACROPHAGE COLONY-STIMULATING FACTOR.	
MESH:D011654	Excessive accumulation of extravascular fluid in the lung, an indication of a serious underlying disease or disorder. Pulmonary edema prevents efficient PULMONARY GAS EXCHANGE in the PULMONARY ALVEOLI, and can be life-threatening.	
MESH:D011655	Blocking of the PULMONARY ARTERY or one of its branches by an EMBOLUS.	
MESH:D011656	Enlargement of air spaces distal to the TERMINAL BRONCHIOLES where gas-exchange normally takes place. This is usually due to destruction of the alveolar wall. Pulmonary emphysema can be classified by the location and distribution of the lesions.	
MESH:D011657	A condition characterized by infiltration of the lung with EOSINOPHILS due to inflammation or other disease processes. Major eosinophilic lung diseases are the eosinophilic pneumonias caused by infections, allergens, or toxic agents.	
MESH:D011658	A process in which normal lung tissues are progressively replaced by FIBROBLASTS and COLLAGEN causing an irreversible loss of the ability to transfer oxygen into the bloodstream via PULMONARY ALVEOLI. Patients show progressive DYSPNEA finally resulting in death.	
MESH:D011660	Hypertrophy and dilation of the RIGHT VENTRICLE of the heart that is caused by PULMONARY HYPERTENSION. This condition is often associated with pulmonary parenchymal or vascular diseases, such as CHRONIC OBSTRUCTIVE PULMONARY DISEASE and PULMONARY EMBOLISM.	
MESH:D011662	Narrowing below the PULMONARY VALVE or well below it in the infundibuluar chamber where the pulmonary artery originates, usually caused by a defective VENTRICULAR SEPTUM or presence of fibrous tissues. It is characterized by restricted blood outflow from the RIGHT VENTRICLE into the PULMONARY ARTERY, exertional fatigue, DYSPNEA, and chest discomfort.	
MESH:D011665	Backflow of blood from the PULMONARY ARTERY into the RIGHT VENTRICLE due to imperfect closure of the PULMONARY VALVE.	
MESH:D011666	The pathologic narrowing of the orifice of the PULMONARY VALVE. This lesion restricts blood outflow from the RIGHT VENTRICLE to the PULMONARY ARTERY. When the trileaflet valve is fused into an imperforate membrane, the blockage is complete.	
MESH:D011668	Pathological process resulting in the fibrous obstruction of the small- and medium-sized PULMONARY VEINS and PULMONARY HYPERTENSION. Veno-occlusion can arise from fibrous proliferation of the VASCULAR INTIMA and VASCULAR MEDIA; THROMBOSIS; or a combination of both.	
MESH:D011671	Inflammation of the DENTAL PULP, usually due to bacterial infection in dental caries, tooth fracture, or other conditions causing exposure of the pulp to bacterial invasion. Chemical irritants, thermal factors, hyperemic changes, and other factors may also cause pulpitis.	
MESH:D011681	Conditions which affect the structure or function of the pupil of the eye, including disorders of innervation to the pupillary constrictor or dilator muscles, and disorders of pupillary reflexes.	
MESH:D011686	Dysfunctions in the metabolism of PURINES or PYRIMIDINES resulting from inborn genetic mutations that are inherited or acquired in utero.	
MESH:D011693	Purplish or brownish red discoloration, easily visible through the epidermis, caused by hemorrhage into the tissues. When the size of the discolorization is >2-3 cm it is generally called Ecchymoses (ECCHYMOSIS).	
MESH:D011694	Purplish or brownish red discoloration of the skin associated with increase in circulating polyclonal globulins, usually GAMMA-GLOBULINS. This syndrome often occurs on the legs of women aged 20 to 40 years.	
MESH:D011695	A systemic non-thrombocytopenic purpura caused by HYPERSENSITIVITY VASCULITIS and deposition of IGA-containing IMMUNE COMPLEXES within the blood vessels throughout the body, including those in the kidney (KIDNEY GLOMERULUS). Clinical symptoms include URTICARIA; ERYTHEMA; ARTHRITIS; GASTROINTESTINAL HEMORRHAGE; and renal involvement. Most cases are seen in children after acute upper respiratory infections.	
MESH:D011696	Any form of purpura in which the PLATELET COUNT is decreased. Many forms are thought to be caused by immunological mechanisms.	
MESH:D011697	An acquired, congenital, or familial disorder caused by PLATELET AGGREGATION with THROMBOSIS in terminal arterioles and capillaries. Clinical features include THROMBOCYTOPENIA; HEMOLYTIC ANEMIA; AZOTEMIA; FEVER; and thrombotic microangiopathy. The classical form also includes neurological symptoms and end-organ damage, such as RENAL FAILURE. Mutations in the ADAMTS13 PROTEIN gene have been identified in familial cases.	
MESH:D011702	Inflammation of the KIDNEY PELVIS and KIDNEY CALICES where urine is collected before discharge, but does not involve the renal parenchyma (the NEPHRONS) where urine is processed.	
MESH:D011704	Inflammation of the KIDNEY involving the renal parenchyma (the NEPHRONS); KIDNEY PELVIS; and KIDNEY CALICES. It is characterized by ABDOMINAL PAIN; FEVER; NAUSEA; VOMITING; and occasionally DIARRHEA.	
MESH:D011705	A chronic inflammatory condition of the KIDNEY resulting in diffuse renal destruction, a grossly enlarged and nonfunctioning kidney associated with NEPHROLITHIASIS and KIDNEY STONES.	
MESH:D011707	Narrowing of the pyloric canal with varied etiology. A common form is due to muscle hypertrophy (PYLORIC STENOSIS, HYPERTROPHIC) seen in infants.	
MESH:D011711	Any purulent skin disease (Dorland, 27th ed).	
MESH:D011776	The presence of white blood cells (LEUKOCYTES) in the urine. It is often associated with bacterial infections of the urinary tract. Pyuria without BACTERIURIA can be caused by TUBERCULOSIS, stones, or cancer.	
MESH:D011778	An acute infectious disease caused by COXIELLA BURNETII. It is characterized by a sudden onset of FEVER; HEADACHE; malaise; and weakness. In humans, it is commonly contracted by inhalation of infected dusts derived from infected domestic animals (ANIMALS, DOMESTIC).	
MESH:D011782	Severe or complete loss of motor function in all four limbs which may result from BRAIN DISEASES; SPINAL CORD DISEASES; PERIPHERAL NERVOUS SYSTEM DISEASES; NEUROMUSCULAR DISEASES; or rarely MUSCULAR DISEASES. The locked-in syndrome is characterized by quadriplegia in combination with cranial muscle paralysis. Consciousness is spared and the only retained voluntary motor activity may be limited eye movements. This condition is usually caused by a lesion in the upper BRAIN STEM which injures the descending cortico-spinal and cortico-bulbar tracts.	
MESH:D011818	Acute VIRAL CNS INFECTION affecting mammals, including humans. It is caused by RABIES VIRUS and usually spread by contamination with virus-laden saliva of bites inflicted by rabid animals. Important animal vectors include the dog, cat, bat, fox, raccoon, skunk, and wolf.	
MESH:D011832	Harmful effects of non-experimental exposure to ionizing or non-ionizing radiation in VERTEBRATES.	
MESH:D011833	Experimentally produced harmful effects of ionizing or non-ionizing RADIATION in CHORDATA animals.	
MESH:D011842	Slow-growing fluid-filled epithelial sac at the apex of a tooth with a nonvital pulp or defective root canal filling.	
MESH:D011843	Disease involving a spinal nerve root (see SPINAL NERVE ROOTS) which may result from compression related to INTERVERTEBRAL DISK DISPLACEMENT; SPINAL CORD INJURIES; SPINAL DISEASES; and other conditions. Clinical manifestations include radicular pain, weakness, and sensory loss referable to structures innervated by the involved nerve root.	
MESH:D011855	A cutaneous inflammatory reaction occurring as a result of exposure to ionizing radiation.	
MESH:D011885	Fractures of the RADIUS.	
MESH:D011900	A form of retention cyst of the floor of the mouth, usually due to obstruction of the ducts of the submaxillary or sublingual glands, presenting a slowly enlarging painless deep burrowing mucocele of one side of the mouth. It is also called sublingual cyst and sublingual ptyalocele.	
MESH:D011906	A syndrome characterized by recurring fever, rash, and arthralgias occurring days to weeks after a rat bite. The causative agents are either Streptobacillus moniliformis or Spirillum minus.	
MESH:D011928	An idiopathic vascular disorder characterized by bilateral Raynaud phenomenon, the abrupt onset of digital paleness or CYANOSIS in response to cold exposure or stress.	
MESH:D012001	An abnormally disproportionate increase in the sensation of loudness in response to auditory stimuli of normal volume. COCHLEAR DISEASES; VESTIBULOCOCHLEAR NERVE DISEASES; FACIAL NERVE DISEASES; STAPES SURGERY; and other disorders may be associated with this condition.	
MESH:D012002	Pathological developments in the RECTUM region of the large intestine (INTESTINE, LARGE).	
MESH:D012003	An abnormal anatomical passage connecting the RECTUM to the outside, with an orifice at the site of drainage.	
MESH:D012004	Tumors or cancer of the RECTUM.	
MESH:D012005	Protrusion of the rectal mucous membrane through the anus. There are various degrees: incomplete with no displacement of the anal sphincter muscle; complete with displacement of the anal sphincter muscle; complete with no displacement of the anal sphincter muscle but with herniation of the bowel; and internal complete with rectosigmoid or upper rectum intussusception into the lower rectum.	
MESH:D012006	An abnormal anatomical passage between the RECTUM and the VAGINA.	
MESH:D012008	The return of a sign, symptom, or disease after a remission.	
MESH:D012010	Suppression of erythropoiesis with little or no abnormality of leukocyte or platelet production.	
MESH:D012019	A syndrome characterized by severe burning pain in an extremity accompanied by sudomotor, vasomotor, and trophic changes in bone without an associated specific nerve injury. This condition is most often precipitated by trauma to soft tissue or nerve complexes. The skin over the affected region is usually erythematous and demonstrates hypersensitivity to tactile stimuli and erythema. (Adams et al., Principles of Neurology, 6th ed, p1360; Pain 1995 Oct;63(1):127-33)	
MESH:D012021	An abnormal response to a stimulus applied to the sensory components of the nervous system. This may take the form of increased, decreased, or absent reflexes.	
MESH:D012030	Deviations from the average or standard indices of refraction of the eye through its dioptric or refractive apparatus.	
MESH:D012035	An autosomal recessive familial disorder that usually presents in childhood with POLYNEUROPATHY; SENSORINEURAL HEARING LOSS; ICHTHYOSIS; ATAXIA; RETINITIS PIGMENTOSA; and CARDIOMYOPATHIES. (From Joynt, Clinical Neurology, 1991, Ch37, p58-9; Rev Med Interne 1996;17(5):391-8) This condition can be caused by mutation in the genes encoding peroxisomal phytanoyl-CoA hydroxylase or proteins associated peroxisomal membrane, leading to impaired catabolism of PHYTANIC ACID in PEROXISOMES.	
MESH:D012061	An acute infection characterized by recurrent episodes of PYREXIA alternating with asymptomatic intervals of apparent recovery. This condition is caused by SPIROCHETES of the genus BORRELIA. It is transmitted by the BITES of either the body louse (PEDICULUS humanus corporis), for which humans are the reservoir, or by soft ticks of the genus ORNITHODOROS, for which rodents and other animals are the principal reservoirs.	
MESH:D012075	A spontaneous diminution or abatement of a disease over time, without formal treatment.	
MESH:D012078	Narrowing or occlusion of the RENAL ARTERY or arteries. It is due usually to ATHEROSCLEROSIS; FIBROMUSCULAR DYSPLASIA; THROMBOSIS; EMBOLISM, or external pressure. The reduced renal perfusion can lead to renovascular hypertension (HYPERTENSION, RENOVASCULAR).	
MESH:D012080	Decalcification of bone or abnormal bone development due to chronic KIDNEY DISEASES, in which 1,25-DIHYDROXYVITAMIN D3 synthesis by the kidneys is impaired, leading to reduced negative feedback on PARATHYROID HORMONE. The resulting SECONDARY HYPERPARATHYROIDISM eventually leads to bone disorders.	
MESH:D012088	Infections produced by reoviruses, general or unspecified.	
MESH:D012090	Harmful and painful condition caused by overuse or overexertion of some part of the musculoskeletal system, often resulting from work-related physical activities. It is characterized by inflammation, pain, or dysfunction of the involved joints, bones, ligaments, and nerves.	
MESH:D012120	Diseases of the respiratory system in general or unspecified or for a specific respiratory disease not available.	
MESH:D012127	A condition of the newborn marked by DYSPNEA with CYANOSIS, heralded by such prodromal signs as dilatation of the alae nasi, expiratory grunt, and retraction of the suprasternal notch or costal margins, mostly frequently occurring in premature infants, children of diabetic mothers, and infants delivered by cesarean section, and sometimes with no apparent predisposing cause.	
MESH:D012128	A syndrome characterized by progressive life-threatening RESPIRATORY INSUFFICIENCY in the absence of known LUNG DISEASES, usually following a systemic insult such as surgery or major TRAUMA.	
MESH:D012130	A form of hypersensitivity affecting the respiratory tract. It includes ASTHMA and RHINITIS, ALLERGIC, SEASONAL.	
MESH:D012131	Failure to adequately provide oxygen to cells of the body and to remove excess carbon dioxide from them. (Stedman, 25th ed)	
MESH:D012133	Complete or severe weakness of the muscles of respiration. This condition may be associated with MOTOR NEURON DISEASES; PERIPHERAL NERVE DISEASES; NEUROMUSCULAR JUNCTION DISEASES; SPINAL CORD DISEASES; injury to the PHRENIC NERVE; and other disorders.	
MESH:D012135	Noises, normal and abnormal, heard on auscultation over any part of the RESPIRATORY TRACT.	
MESH:D012140	Diseases involving the RESPIRATORY SYSTEM.	
MESH:D012141	Invasion of the host RESPIRATORY SYSTEM by microorganisms, usually leading to pathological processes or diseases.	
MESH:D012142	Tumors or cancer of the RESPIRATORY SYSTEM.	
MESH:D012148	A disorder characterized by aching or burning sensations in the lower and rarely the upper extremities that occur prior to sleep or may awaken the patient from sleep.	
